dataset,video_num,question_w_q_morph,question,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
NIA-2020,877,,TRUE,서울농아인협회 차내리다,서울농아인협회에서 내려드릴까요?
NIA-2020,878,,TRUE,서울농아인협회 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,879,,TRUE,서울농아인협회 가다,서울농아인협회에서 내려드릴까요?
NIA-2020,880,,TRUE,서울농아인협회 내리다 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,881,,TRUE,서울농아인협회 내리다 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,882,,TRUE,서울농아인협회 차내리다 오케이,서울농아인협회에서 내려드릴까요?
NIA-2020,883,X,TRUE,서대문농아인복지관,서대문농아인복지관에서 내려드릴까요?
NIA-2020,884,,TRUE,서대문농아인복지관 내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,885,,TRUE,서대문농아인복지관 내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,886,,TRUE,서대문농아인복지관 차내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,887,,TRUE,서대문농아인복지관 차내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,888,,TRUE,서대문농아인복지관 오케이,서대문농아인복지관에서 내려드릴까요?
NIA-2020,889,,TRUE,서대문농아인복지관 가다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,890,,TRUE,서대문농아인복지관 내리다 오케이,서대문농아인복지관에서 내려드릴까요?
NIA-2020,891,,TRUE,서대문농아인복지관 내리다 오케이,서대문농아인복지관에서 내려드릴까요?
NIA-2020,892,,TRUE,서대문농아인복지관 차내리다 오케이,서대문농아인복지관에서 내려드릴까요?
NIA-2020,893,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,894,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,895,,FALSE,에어컨,에어컨 좀 켜주세요.
NIA-2020,896,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,897,,FALSE,에어컨,에어컨 좀 켜주세요.
NIA-2020,898,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,899,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,900,,FALSE,에어컨 켜다,에어컨 좀 켜주세요.
NIA-2020,901,,FALSE,에어컨,에어컨 좀 켜주세요.
NIA-2020,902,,FALSE,춥다 켜다,에어컨 좀 켜주세요.
NIA-2020,903,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,904,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,905,X,TRUE,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,906,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,907,X,TRUE,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,908,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,909,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,910,,TRUE,에어컨 켜다,에어컨 좀 켜드릴까요?
NIA-2020,911,X,TRUE,에어컨,에어컨 좀 켜드릴까요?
NIA-2020,912,,TRUE,춥다 켜다,에어컨 좀 켜드릴까요?
NIA-2020,913,,FALSE,난방 켜다,히터 좀 켜주세요.
NIA-2020,914,,FALSE,난방 켜다,히터 좀 켜주세요.
NIA-2020,915,,FALSE,난방 켜다,히터 좀 켜주세요.
NIA-2020,916,,FALSE,난방,히터 좀 켜주세요.
NIA-2020,917,,FALSE,따뜻하다 켜다,히터 좀 켜주세요.
NIA-2020,918,,TRUE,난방 켜다,히터 좀 켜드릴까요?
NIA-2020,919,,TRUE,난방 켜다,히터 좀 켜드릴까요?
NIA-2020,920,,TRUE,난방 켜다,히터 좀 켜드릴까요?
NIA-2020,921,X,TRUE,난방,히터 좀 켜드릴까요?
NIA-2020,922,,TRUE,따뜻하다 켜다,히터 좀 켜드릴까요?
NIA-2020,923,,FALSE,한국농아인협회 가다,한국농아인협회로 가주세요.
NIA-2020,924,,FALSE,한국농아인협회 가다,한국농아인협회로 가주세요.
NIA-2020,925,,FALSE,한국농아인협회 내리다,한국농아인협회로 가주세요.
NIA-2020,926,,FALSE,한국농아인협회 내리다,한국농아인협회로 가주세요.
NIA-2020,927,,FALSE,한국농아인협회 차내리다,한국농아인협회로 가주세요.
NIA-2020,928,,FALSE,한국농아인협회 차내리다,한국농아인협회로 가주세요.
NIA-2020,929,,FALSE,한국농아인협회 도착,한국농아인협회로 가주세요.
NIA-2020,930,,FALSE,한국농아인협회 목적,한국농아인협회로 가주세요.
NIA-2020,931,,FALSE,한국농아인협회 곳,한국농아인협회로 가주세요.
NIA-2020,932,,FALSE,한국농아인협회 가다,한국농아인협회로 가주세요.
NIA-2020,933,,FALSE,서울농아인협회 가다,서울농아인협회로 가주세요.
NIA-2020,934,,FALSE,서울농아인협회 가다,서울농아인협회로 가주세요.
NIA-2020,935,,FALSE,서울농아인협회 내리다,서울농아인협회로 가주세요.
NIA-2020,936,,FALSE,서울농아인협회 내리다,서울농아인협회로 가주세요.
NIA-2020,937,,FALSE,서울농아인협회 차내리다,서울농아인협회로 가주세요.
NIA-2020,938,,FALSE,서울농아인협회 차내리다,서울농아인협회로 가주세요.
NIA-2020,939,,FALSE,서울농아인협회 도착,서울농아인협회로 가주세요.
NIA-2020,940,,FALSE,서울농아인협회 목적,서울농아인협회로 가주세요.
NIA-2020,941,,FALSE,서울농아인협회 곳,서울농아인협회로 가주세요.
NIA-2020,942,,FALSE,서울농아인협회 가다,서울농아인협회로 가주세요.
NIA-2020,943,,FALSE,서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.
NIA-2020,944,,FALSE,서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.
NIA-2020,945,,FALSE,서대문농아인복지관 내리다,서대문농아인복지관으로 가주세요.
NIA-2020,946,,FALSE,서대문농아인복지관 내리다,서대문농아인복지관으로 가주세요.
NIA-2020,947,,FALSE,서대문농아인복지관 차내리다,서대문농아인복지관으로 가주세요.
NIA-2020,948,,FALSE,서대문농아인복지관 차내리다,서대문농아인복지관으로 가주세요.
NIA-2020,949,,FALSE,서대문농아인복지관 도착,서대문농아인복지관으로 가주세요.
NIA-2020,950,,FALSE,서대문농아인복지관 목적,서대문농아인복지관으로 가주세요.
NIA-2020,951,,FALSE,서대문농아인복지관 곳,서대문농아인복지관으로 가주세요.
NIA-2020,952,,FALSE,서대문농아인복지관 가다,서대문농아인복지관으로 가주세요.
NIA-2020,953,,FALSE,청음회관 가다,청음회관으로 가주세요.
NIA-2020,954,,FALSE,청음회관 가다,청음회관으로 가주세요.
NIA-2020,955,,FALSE,청음회관 내리다,청음회관으로 가주세요.
NIA-2020,956,,FALSE,청음회관 내리다,청음회관으로 가주세요.
NIA-2020,957,,FALSE,청음회관 차내리다,청음회관으로 가주세요.
NIA-2020,958,,FALSE,청음회관 차내리다,청음회관으로 가주세요.
NIA-2020,959,,FALSE,청음회관 도착,청음회관으로 가주세요.
NIA-2020,960,,FALSE,청음회관 목적,청음회관으로 가주세요.
NIA-2020,961,,FALSE,청음회관 곳,청음회관으로 가주세요.
NIA-2020,962,,FALSE,청음회관 가다,청음회관으로 가주세요.
NIA-2020,963,,FALSE,천안아산역 가다,천안아산역으로 가주세요.
NIA-2020,964,,FALSE,천안아산역 가다,천안아산역으로 가주세요.
NIA-2020,965,,FALSE,천안아산역 내리다,천안아산역으로 가주세요.
NIA-2020,966,,FALSE,천안아산역 내리다,천안아산역으로 가주세요.
NIA-2020,967,,FALSE,천안아산역 차내리다,천안아산역으로 가주세요.
NIA-2020,968,,TRUE,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,969,,TRUE,춥다 끄다,에어컨을 꺼드릴까요?
NIA-2020,970,,TRUE,춥다 끄다,에어컨을 꺼드릴까요?
NIA-2020,971,,TRUE,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,972,,TRUE,에어컨 끄다,에어컨을 꺼드릴까요?
NIA-2020,973,,FALSE,난방 끄다,에어컨을 꺼주세요.
NIA-2020,974,,FALSE,난방 끄다,에어컨을 꺼주세요.
NIA-2020,975,,FALSE,따뜻하다 끄다,에어컨을 꺼주세요.
NIA-2020,976,,FALSE,따뜻하다 끄다,에어컨을 꺼주세요.
NIA-2020,977,,FALSE,따뜻하다 그만,에어컨을 꺼주세요.
NIA-2020,978,,TRUE,난방 끄다,히터를 꺼드릴까요?
NIA-2020,979,,TRUE,난방 끄다,히터를 꺼드릴까요?
NIA-2020,980,,TRUE,따뜻하다 끄다,히터를 꺼드릴까요?
NIA-2020,981,,TRUE,따뜻하다 끄다,히터를 꺼드릴까요?
NIA-2020,982,,TRUE,따뜻하다 그만,히터를 꺼드릴까요?
NIA-2020,983,X,TRUE,청음회관,청음회관에서 내려드릴까요?
NIA-2020,984,,TRUE,청음회관 내리다,청음회관에서 내려드릴까요?
NIA-2020,985,,TRUE,청음회관 내리다,청음회관에서 내려드릴까요?
NIA-2020,986,,TRUE,청음회관 차내리다,청음회관에서 내려드릴까요?
NIA-2020,987,,TRUE,청음회관 차내리다,청음회관에서 내려드릴까요?
NIA-2020,988,,TRUE,청음회관 오케이,청음회관에서 내려드릴까요?
NIA-2020,989,,TRUE,청음회관 가다,청음회관에서 내려드릴까요?
NIA-2020,990,,TRUE,청음회관 내리다 오케이,청음회관에서 내려드릴까요?
NIA-2020,991,,TRUE,청음회관 내리다 오케이,청음회관에서 내려드릴까요?
NIA-2020,992,,TRUE,청음회관 차내리다 오케이,청음회관에서 내려드릴까요?
NIA-2020,993,,TRUE,청음회관 차내리다 오케이,청음회관에서 내려드릴까요?
NIA-2020,994,,TRUE,엘리베이터 무엇,엘리베이터는 어디에 있나요?
NIA-2020,995,,TRUE,엘리베이터 곳,엘리베이터는 어디에 있나요?
NIA-2020,996,,TRUE,엘리베이터 곳 무엇,엘리베이터는 어디에 있나요?
NIA-2020,997,,TRUE,엘리베이터 곳곳,엘리베이터는 어디에 있나요?
NIA-2020,998,,TRUE,엘리베이터 무엇 곳,엘리베이터는 어디에 있나요?
NIA-2020,999,,TRUE,엘리베이터 뼈곳,엘리베이터는 어디에 있나요?
NIA-2020,1000,,TRUE,약 무엇,약국은 어디에 있나요?
NIA-2020,1001,,TRUE,약 곳,약국은 어디에 있나요?
NIA-2020,1002,,TRUE,약 곳 무엇,약국은 어디에 있나요?
NIA-2020,1003,,TRUE,약 곳곳,약국은 어디에 있나요?
NIA-2020,1004,,TRUE,약 무엇 곳,약국은 어디에 있나요?
NIA-2020,1005,,TRUE,약 뼈곳,약국은 어디에 있나요?
NIA-2020,1006,,TRUE,은행 무엇 길,은행은 어디에 있나요?
NIA-2020,1007,,TRUE,은행 길 무엇,은행은 어디에 있나요?
NIA-2020,1008,,TRUE,은행 길 곳,은행은 어디에 있나요?
NIA-2020,1009,,TRUE,은행 곳 길,은행은 어디에 있나요?
NIA-2020,1010,,TRUE,은행 길,은행은 어디에 있나요?
NIA-2020,1011,,TRUE,은행 곳 무엇,은행은 어디에 있나요?
NIA-2020,1012,,TRUE,자판기 어디 길,자판기는 어디에 있나요?
NIA-2020,1013,,TRUE,자판기 길 무엇,자판기는 어디에 있나요?
NIA-2020,1014,,TRUE,자판기 길 곳,자판기는 어디에 있나요?
NIA-2020,1015,,TRUE,자판기 곳 길,자판기는 어디에 있나요?
NIA-2020,1016,,TRUE,자판기 길,자판기는 어디에 있나요?
NIA-2020,1017,,TRUE,자판기 곳 무엇,자판기는 어디에 있나요?
NIA-2020,1018,,TRUE,편의점 무엇,편의점은 어디에 있나요?
NIA-2020,1019,,TRUE,편의점 곳,편의점은 어디에 있나요?
NIA-2020,1020,,TRUE,편의점 곳 무엇,편의점은 어디에 있나요?
NIA-2020,1021,,TRUE,편의점 곳곳,편의점은 어디에 있나요?
NIA-2020,1022,,TRUE,편의점 무엇 곳,편의점은 어디에 있나요?
NIA-2020,1023,,TRUE,편의점 뼈곳,편의점은 어디에 있나요?
NIA-2020,1024,,TRUE,의자 무엇,의자는 어디에 있나요?
NIA-2020,1025,,TRUE,의자 곳,의자는 어디에 있나요?
NIA-2020,1026,,TRUE,의자 곳 무엇,의자는 어디에 있나요?
NIA-2020,1027,,TRUE,의자 곳곳,의자는 어디에 있나요?
NIA-2020,1028,,TRUE,의자 무엇 곳,의자는 어디에 있나요?
NIA-2020,1029,,TRUE,의자 뼈곳,의자는 어디에 있나요?
NIA-2020,1030,,TRUE,회의실 무엇,회의실은 어디에 있나요?
NIA-2020,1031,,TRUE,회의실 곳,회의실은 어디에 있나요?
NIA-2020,1032,,TRUE,돈 얼마,얼마인가요?
NIA-2020,1033,,TRUE,돈주다 얼마,얼마인가요?
NIA-2020,1034,O,TRUE,돈얼마,얼마인가요?
NIA-2020,1035,,TRUE,돈주다 돈얼마,얼마인가요?
NIA-2020,1036,,TRUE,회의실 곳 무엇,회의실은 어디에 있나요?
NIA-2020,1037,,TRUE,회의실 곳곳,회의실은 어디에 있나요?
NIA-2020,1038,,TRUE,회의실 무엇 곳,회의실은 어디에 있나요?
NIA-2020,1039,,TRUE,안내소 무엇,안내소는 어디에 있나요?
NIA-2020,1040,,TRUE,안내소 곳,안내소는 어디에 있나요?
NIA-2020,1041,,TRUE,안내소 곳 무엇,안내소는 어디에 있나요?
NIA-2020,1042,,TRUE,안내소 곳곳,안내소는 어디에 있나요?
NIA-2020,1043,,TRUE,안내소 무엇 곳,안내소는 어디에 있나요?
NIA-2020,1044,,TRUE,안내소 뼈곳,안내소는 어디에 있나요?
NIA-2020,1045,,FALSE,아니다,아닙니다.
NIA-2020,1046,X,TRUE,아니다,아닌가요?
NIA-2020,1047,,TRUE,계단 무엇,계단은 어디에 있나요?
NIA-2020,1048,,TRUE,계단 곳,계단은 어디에 있나요?
NIA-2020,1049,,TRUE,계단 곳 무엇,계단은 어디에 있나요?
NIA-2020,1050,,TRUE,계단 곳곳,계단은 어디에 있나요?
NIA-2020,1051,,TRUE,계단 무엇 곳,계단은 어디에 있나요?
NIA-2020,1052,,TRUE,계단 뼈곳,계단은 어디에 있나요?
NIA-2020,1053,,FALSE,물품보관 불량 죽다,물품보관함이 안되네요.
NIA-2020,1054,,FALSE,물품보관 고장 죽다,물품보관함이 안되네요.
NIA-2020,1055,,FALSE,물품보관 안되다 죽다,물품보관함이 안되네요.
NIA-2020,1056,,FALSE,물품보관 잘 안되다 죽다,물품보관함이 안되네요.
NIA-2020,1057,,FALSE,자판기 불량,자판기가 안되네요.
NIA-2020,1058,,FALSE,자판기 고장,자판기가 안되네요.
NIA-2020,1059,,FALSE,자판기 안되다,자판기가 안되네요.
NIA-2020,1060,,FALSE,자판기 잘 안되다,자판기가 안되네요.
NIA-2020,1061,,FALSE,자판기 사용 안되다,자판기가 안되네요.
NIA-2020,1062,,FALSE,자판기 사용 불가능,자판기가 안되네요.
NIA-2020,1063,,FALSE,자판기 불량 죽다,자판기가 안되네요.
NIA-2020,1064,,FALSE,자판기 고장 죽다,자판기가 안되네요.
NIA-2020,1065,,FALSE,자판기 안되다 죽다,자판기가 안되네요.
NIA-2020,1066,,FALSE,자판기 잘 안되다 죽다,자판기가 안되네요.
NIA-2020,1067,,FALSE,공기청정기 사용 안되다 죽다,공기청정기가 안되네요.
NIA-2020,1068,,FALSE,공기청정기 사용 안되다 죽다,공기청정기가 안되네요.
NIA-2020,1069,,FALSE,공기청정기 고장 불량,공기청정기가 안되네요.
NIA-2020,1070,,FALSE,공기청정기 안되다 불량,공기청정기가 안되네요.
NIA-2020,1071,,FALSE,공기청정기 잘 안되다 불량,공기청정기가 안되네요.
NIA-2020,1072,,FALSE,공기청정기 사용 안되다 불량,공기청정기가 안되네요.
NIA-2020,1073,,FALSE,공기청정기 사용 불가능 불량,공기청정기가 안되네요.
NIA-2020,1074,,FALSE,공기청정기 불량 고장,공기청정기가 안되네요.
NIA-2020,1075,,FALSE,공기청정기 안되다 고장,공기청정기가 안되네요.
NIA-2020,1076,,FALSE,공기청정기 잘 안되다 고장,공기청정기가 안되네요.
NIA-2020,1077,,FALSE,단말기터치 사용 안되다 고장,카드 인식이 안되네요.
NIA-2020,1078,,FALSE,단말기터치 사용 불가능 고장,카드 인식이 안되네요.
NIA-2020,1079,,FALSE,단말기터치 불량 안되다,카드 인식이 안되네요.
NIA-2020,1080,,FALSE,단말기터치 고장 안되다,카드 인식이 안되네요.
NIA-2020,1081,,FALSE,단말기터치 사용 불가능 안되다,카드 인식이 안되네요.
NIA-2020,1082,,FALSE,단말기터치 불량 잘 안되다,카드 인식이 안되네요.
NIA-2020,1083,,FALSE,단말기터치 고장 잘 안되다,카드 인식이 안되네요.
NIA-2020,1084,,FALSE,단말기터치 사용 잘 안되다,카드 인식이 안되네요.
NIA-2020,1085,,FALSE,단말기터치 불량 사용 안되다,카드 인식이 안되네요.
NIA-2020,1086,,FALSE,단말기터치 고장 사용 안되다,카드 인식이 안되네요.
NIA-2020,1087,,FALSE,카드 사용 안되다 고장,카드 인식이 안되네요.
NIA-2020,1088,,FALSE,카드 사용 불가능 고장,카드 인식이 안되네요.
NIA-2020,1089,,FALSE,카드 불량 안되다,카드 인식이 안되네요.
NIA-2020,1090,,FALSE,카드 고장 안되다,카드 인식이 안되네요.
NIA-2020,1091,,FALSE,카드 사용 불가능 안되다,카드 인식이 안되네요.
NIA-2020,1092,,FALSE,카드 불량 잘 안되다,카드 인식이 안되네요.
NIA-2020,1093,,FALSE,카드 고장 잘 안되다,카드 인식이 안되네요.
NIA-2020,1094,,FALSE,카드 사용 잘 안되다,카드 인식이 안되네요.
NIA-2020,1095,,FALSE,카드 불량 사용 안되다,카드 인식이 안되네요.
NIA-2020,1096,,FALSE,카드 고장 사용 안되다,카드 인식이 안되네요.
NIA-2020,1097,,FALSE,에어컨 사용 안되다 고장,에어컨이 안되네요.
NIA-2020,1098,,FALSE,에어컨 사용 불가능 고장,에어컨이 안되네요.
NIA-2020,1099,,FALSE,에어컨 불량 안되다,에어컨이 안되네요.
NIA-2020,1100,,FALSE,에어컨 고장 안되다,에어컨이 안되네요.
NIA-2020,1101,,FALSE,에어컨 사용 불가능 안되다,에어컨이 안되네요.
